Company Name,Description,Hot Lead / warm lead / cool lead,Last Contact Date,Sales Rep,Name,Phone,fax / second number / extension,email,Second email,Type
Hanover Park Condo Assn Inc,,,,, ,(973) 428-6051,,,,Condo list
Hanover Park Condo Assn Inc,,,,, ,(973) 887-6572,,,,Condo list
Hanover Park Condo Assn Inc,,,,, ,(973) 887-7225,,,,Condo list
Hanover Park Condo Assn Inc,,,,, ,(973) 884-6153,,,,Condo list
Hanover Park Condo Assn Inc,,,,, ,(973) 884-6054,,,,Condo list
Hanover Park Condo Assn Inc,,,,, ,(973) 887-7227,,,,Condo list
Hanover Park Condo Assn Inc,,,,, ,(973) 428-6038,,,,Condo list
Harborview At Keyport Condo,,,,, ,(732) 739-3301,,,,Condo list
Harbour Club Condominium Assoc,,,,, ,(732) 721-5995,,,,Condo list
Harbour Mansion Condominium,,,,, ,(732) 229-7900,,,,Condo list
Harding Green Assn,,,,, ,(973) 993-5966,,,,Condo list
Harlen Court Condominiums,,,,, ,(856) 692-5777,,,,Condo list
Hastings Village Inc,,,,,Cupo Susan,(201) 460-7434,,,,Condo list
Heather House Condominium Inc,,,,,Wenner Gary,(856) 858-1670,,,,Condo list
Heights Of Lebanon Condo Assn,,,,, ,(908) 437-1456,,,,Condo list
Heritage Lakes Condo Assoc,,,,, ,(973) 827-4944,,,,Condo list
Hermo Court Condo Assoc,,,,, ,(973) 465-9167,,,,Condo list
Hickory Manor Condos,,,,, ,(908) 687-7567,,,,Condo list
Hidden Meadows Condominum Assn,,,,,Petersen P,(732) 493-1405,,,,Condo list
High Point Condominium Assoc,,,,,Kozak Myron,(732) 364-5116,,,,Condo list
High Ridge Pro Condominiums,,,,, ,(856) 435-6699,,,,Condo list
Highland Place Condo Assoc,,,,, ,(201) 869-4675,,,,Condo list
Highpoint Condominium Assoc,,,,,Weir Cindy,(973) 347-5576,,,,Condo list
Hilltop Farm Condominium Assoc,,,,, ,(973) 696-0944,,,,Condo list
Hillview Associates,,,,,Harvitt Eric,(732) 738-0066,,,,Condo list
Hoboken City Real Estate,,,,,Ang Mark,(201) 792-4900,,,,Condo list
Hollows Condominium Assoc,,,,, ,(856) 596-0412,,,,Condo list
Holly Lake Condo Assn Inc,,,,, ,(609) 861-0662,,,,Condo list
Homestead Real Estate Co Inc,,,,,Chew Dagmer,(609) 884-1888,,,,Condo list
Horizons At Mt Arlington,,,,, ,(973) 770-1393,,,,Condo list
Hudson Club Condo Assoc,,,,, ,(201) 865-3000,,,,Condo list
Hudson Court Condo Assoc,,,,, ,(201) 420-0314,,,,Condo list
Hudson Harbour Condominium,,,,,Napolitano Stacey,(201) 224-6266,,,,Condo list
Hudson Point Condominiums,,,,, ,(201) 222-5793,,,,Condo list
Imperial House Inc,,,,, ,(732) 229-4270,,,,Condo list
Independence Harbor 1,,,,, ,(201) 945-5463,,,,Condo list
Independence Square Condo Assn,,,,, ,(732) 409-2559,,,,Condo list
Indian Field Of Mahwah Twnhse,,,,,Kulik Chris,(201) 529-1551,,,,Condo list
Innovative Business Ctr,,,,, ,(856) 719-2250,,,,Condo list
Island House,,,,,Young Liz,(609) 823-6663,,,,Condo list
Island House Condominium Assn,,,,,Michaelson Mike,(609) 823-4444,,,,Condo list
Islander Condominium Assn,,,,, ,(609) 266-7511,,,,Condo list
Jackson Commons Condo Assoc,,,,, ,(609) 654-0583,,,,Condo list
Jackson St Condo Assn,,,,, ,(201) 876-4851,,,,Condo list
Jackson Street Condo Assoc,,,,, ,(201) 239-9042,,,,Condo list
James E Hanson Management Co,,,,,Schoonhen Robert,(201) 488-5848,,,,Condo list
James Monroe Condominium,,,,,Stephens Winetta,(201) 626-5656,,,,Condo list
James Place Condominium Assoc,,,,, ,(201) 659-3715,,,,Condo list
JCR Management Svc,,,,,Roberts John,(732) 899-5524,,,,Condo list
Jefferson At Ewing Clubhouse,,,,, ,(609) 323-7533,,,,Condo list
Jefferson Park Condominium,,,,, ,(732) 549-5496,,,,Condo list
Jefferson Square Condominium,,,,, ,(609) 871-6225,,,,Condo list
Jefferson Trust Condo Assn Inc,,,,, ,(201) 792-5372,,,,Condo list
Kahlcrest Condominium Assn Inc,,,,,Sokol Bruce,(908) 276-6221,,,,Condo list
Kamena Regency Condo Assn,,,,, ,(201) 943-5443,,,,Condo list
Kennedy Garden Condominiums,,,,, ,(201) 451-4326,,,,Condo list
Kennedy House,,,,, ,(201) 436-9654,,,,Condo list
Kensington Condominium,,,,, ,(201) 525-0328,,,,Condo list
King James Condo Assoc,,,,, ,(732) 872-9099,,,,Condo list
Kings Croft Condominium Assn,,,,,Beck Peggy,(856) 482-2605,,,,Condo list
Kings Gate Condo Assn,,,,, ,(609) 424-0419,,,,Condo list
Kings Gate Condo Assoc Inc,,,,, ,(732) 793-7562,,,,Condo list
Kingsland Terrace Condos,,,,, ,(201) 933-9876,,,,Condo list
Kinnelon Heights Condo Assn,,,,, ,(973) 850-6019,,,,Condo list
LA Cascata Homeowners Assn,,,,,Schiavo Jessica,(856) 783-6933,,,,Condo list
LA Marre Gardens Condo Assoc,,,,, ,(732) 681-7414,,,,Condo list
LA Pierre Condominium,,,,, ,(732) 774-2540,,,,Condo list
LA Quinta Towers Condominium,,,,,Kissinger Patrick,(609) 522-0055,,,,Condo list
Lake Properties Inc,,,,, ,(973) 492-1370,,,,Condo list
Lakeside At North Haledon,,,,,Kulik John,(973) 427-3221,,,,Condo list
Lakeside Village,,,,, ,(973) 379-0447,,,,Condo list
Landmark Building Condominium,,,,, ,(201) 343-0540,,,,Condo list
Landmark East,,,,, ,(201) 440-1025,,,,Condo list
Landmark Towers,,,,,Stanise Jean,(609) 347-4727,,,,Condo list
Lands End Condos,,,,, ,(732) 899-1301,,,,Condo list
Lantern Lane Apartments,,,,, ,(609) 522-8255,,,,Condo list
Laurel Gardens Sales Office,,,,,Pringle Robert,(732) 389-9499,,,,Condo list
Laurel In The Pines Condos,,,,, ,(732) 367-3737,,,,Condo list
Laurelton Woods Condominium,,,,,Check Marie,(732) 458-0553,,,,Condo list
Lawrence Square Village Condo,,,,,Scherer Phyllis,(609) 588-9796,,,,Condo list
Lawrence Square Village II,,,,, ,(609) 588-8571,,,,Condo list
Le Sabre Condominiums,,,,,Kittner Chuck,(609) 522-4449,,,,Condo list
Ledgewood Terrace Condominium,,,,, ,(201) 807-0078,,,,Condo list
Legends Hill Condo Assn Inc,,,,, ,(201) 941-4390,,,,Condo list
Liberty Greens Condo,,,,, ,(973) 267-0395,,,,Condo list
Liberty Meadows Condo Assn,,,,, ,(201) 854-3147,,,,Condo list
Liberty Terrace Condo Assoc,,,,, ,(201) 433-4211,,,,Condo list
Lighthouse Manor Condominium,,,,, ,(609) 494-4836,,,,Condo list
Linden Towers Condominiums,,,,, ,(201) 239-0400,,,,Condo list
Linden Towers Condominiums,,,,, ,(908) 862-6264,,,,Condo list
Linden Towers Condominiums,,,,,Colon Joanna,(973) 648-0911,,,,Condo list
Lions Head Woods Condominium,,,,,Casidy Maria,(732) 477-3851,,,,Condo list
Littleton Equity Commons LLC,,,,, ,(973) 541-2564,,,,Condo list
Lollipop Condominiums,,,,,Carroll Corey,(609) 729-2800,,,,Condo list
London Court Condo Assn,,,,, ,(609) 272-0886,,,,Condo list
London Court II,,,,,Herman Dave,(609) 646-6777,,,,Condo list
Longport Ocean Plaza,,,,,Foster George,(609) 823-3300,,,,Condo list
Longport Seaview Condominium,,,,,Stone Sheila,(609) 823-4151,,,,Condo list
M & M South Jersey Property,,,,,Mentl Ben,(856) 753-1250,,,,Condo list
Madison 83 Condo Assn,,,,, ,(201) 222-2421,,,,Condo list
Madison St Condo,,,,, ,(201) 795-5165,,,,Condo list
Madison St Condos,,,,, ,(201) 217-3966,,,,Condo list
Magnolia Condominiums,,,,, ,(908) 996-2194,,,,Condo list
Majestic Theatre Condominium,,,,, ,(201) 332-4452,,,,Condo list
Mali Kai Condominiums,,,,,Miragalia Anthony,(609) 522-2866,,,,Condo list
Manchester I Condominiums,,,,,Botero Luis,(973) 633-5937,,,,Condo list
Manchester II Condominium,,,,, ,(973) 628-0940,,,,Condo list
Manhattan Ave Condominum Assn,,,,, ,(201) 864-7651,,,,Condo list
Manhatten Skyview Condos,,,,, ,(201) 867-6114,,,,Condo list
Mann Enterprises Inc,,,,, ,(732) 493-0090,,,,Condo list
Manor At Lawrenceville,,,,, ,(609) 896-0720,,,,Condo list
Manor Garden Condo,,,,, ,(201) 216-0051,,,,Condo list
Maples Condominiums,,,,, ,(908) 753-8294,,,,Condo list
Maplewood Village Apartments,,,,,Wesley Peter,(732) 364-5900,,,,Condo list
Margate Mariner Condo Assn,,,,, ,(609) 823-6571,,,,Condo list
Margate Towers Condominium,,,,,Zamansky Simon,(609) 822-7127,,,,Condo list
Marianna Gardens Inc,,,,, ,(908) 820-9105,,,,Condo list
Marilyn Manor Condominium Assn,,,,, ,(201) 487-3113,,,,Condo list
Marina View Towers Condo Assn,,,,, ,(732) 681-0476,,,,Condo list
Mark 70 Condominiums,,,,,Lmistro Ann Marie,(856) 428-1933,,,,Condo list
Mark De Luca & Co,,,,,De Luca Mark,(201) 692-9700,,,,Condo list
Marlborough House Condominium,,,,, ,(201) 947-0833,,,,Condo list
Marlton Meeting Condominiums,,,,, ,(856) 596-8144,,,,Condo list
Marlton Village Homeowners,,,,,Botto Faye,(856) 983-1777,,,,Condo list
Mason Run Condominium,,,,, ,(856) 435-9879,,,,Condo list
Mattix Crossing Condo Assoc,,,,,Belcaro Catherine,(609) 652-5535,,,,Condo list
Maxwell Place Condo,,,,, ,(201) 253-0677,,,,Condo list
Maxwell Place Condo Assn,,,,,Callahan Brian,(201) 680-7225,,,,Condo list
Meadow Edge Condominiums,,,,, ,(201) 229-9549,,,,Condo list
Meadows Condominiums Assn,,,,,Blesi John,(856) 582-8144,,,,Condo list
Melrose Hall Condo Assoc,,,,, ,(201) 868-6396,,,,Condo list
Metro Red Bank Condo Assn,,,,, ,(732) 842-4718,,,,Condo list
Midway Beach Condominium Assn,,,,, ,(732) 830-0400,,,,Condo list
Mill At Little Falls Condo,,,,,Miller Carrie,(973) 890-9443,,,,Condo list
Millcreek Condominiums,,,,, ,(732) 269-6925,,,,Condo list
Millponds Condos,,,,,Antonides Julia,(732) 591-0288,,,,Condo list
Mirabelle On The Hudson Condo,,,,,Graham Gail,(201) 758-0006,,,,Condo list
Monarch Condo,,,,, ,(609) 522-5525,,,,Condo list
Monre 74 Condominium Assn,,,,, ,(201) 659-9666,,,,Condo list
Monroe Commons Condo Assoc Inc,,,,, ,(201) 420-5904,,,,Condo list
Monroe Courts Condominium,,,,, ,(732) 557-0149,,,,Condo list
Montgomery Greene Condo Assoc,,,,,Lattanzio Javier,(201) 209-1150,,,,Condo list
Montrachet,,,,, ,(201) 858-1332,,,,Condo list
Montville Baseball & Softball,,,,, ,(973) 394-9000,,,,Condo list
Montville Chase Clubhouse,,,,, ,(973) 402-0130,,,,Condo list
Moore Estate Condominium Assoc,,,,, ,(973) 644-9238,,,,Condo list
Morey's Piers & Beachfront,,,,,Lassor Nick,(609) 729-0022,,,,Condo list
Morgan Lighthouse Condo Assoc,,,,, ,(201) 209-9212,,,,Condo list
Morningside Condo Assoc,,,,, ,(609) 391-0655,,,,Condo list
Morristown Court Condominiums,,,,, ,(973) 267-2478,,,,Condo list
Morristown Station Condominium,,,,, ,(973) 539-7310,,,,Condo list
Morrisviews Condominium Inc,,,,, ,(201) 433-5223,,,,Condo list
Mountain Shadows Condo,,,,, ,(201) 891-9847,,,,Condo list
Mrc Properties,,,,, ,(732) 222-2520,,,,Condo list
Mule Rd Prof Ofc Condo Assoc,,,,, ,(732) 818-7937,,,,Condo list
Navesink Cove Condo Assn,,,,, ,(732) 291-2176,,,,Condo list
New Stead,,,,,Campagnola Ed,(973) 762-4111,,,,Condo list
New Versailles Condos,,,,, ,(732) 774-3217,,,,Condo list
New York Avenue Condos,,,,, ,(201) 553-0171,,,,Condo list
Newmarket Condo Assn,,,,, ,(908) 782-0295,,,,Condo list
Newport Condo Assn,,,,,Ruiz Alexl,(201) 533-8200,,,,Condo list
Newtown Commons Condo Assn,,,,,Hamilton Marie,(856) 582-8600,,,,Condo list
North Bergen Grand View Condos,,,,, ,(201) 348-1319,,,,Condo list
North Pointe Hollow Condo Assn,,,,,Selakoff Sam,(732) 886-0775,,,,Condo list
Nutley Center Condo,,,,, ,(973) 661-5270,,,,Condo list
Oak Creek Estates Assn Inc,,,,, ,(609) 448-9626,,,,Condo list
Oak Knoll Condominium Assoc,,,,, ,(732) 786-0787,,,,Condo list
Oak Knoll Village Condo,,,,, ,(908) 238-0027,,,,Condo list
Ocean 21 Condominiums,,,,, ,(732) 793-7473,,,,Condo list
Ocean Club At Mantoloking,,,,,Barber Jackie,(732) 830-1010,,,,Condo list
Ocean Club Condominium,,,,, ,(609) 345-4800,,,,Condo list
Ocean Club Condominium Pool,,,,, ,(609) 361-8530,,,,Condo list
Ocean Club Realty,,,,,Farber Bevan,(609) 345-3101,,,,Condo list
Ocean Colony Condominium,,,,,Goldenberg Kathryn,(609) 398-3103,,,,Condo list
Ocean Plaza Condominiums,,,,, ,(732) 222-0704,,,,Condo list
Ocean Property Management Corp,,,,,Mac Elrevey Carolyn,(609) 523-1958,,,,Condo list
Ocean Terrace,,,,,Wilcox Russ,(609) 344-0500,,,,Condo list
Ocean View Cove Condo,,,,, ,(609) 522-3826,,,,Condo list
Ocean View Towers Condos,,,,, ,(732) 229-8271,,,,Condo list
Ocean World Condominium,,,,, ,(609) 861-0388,,,,Condo list
Olde Hudson Brownstone Condo,,,,, ,(201) 239-8015,,,,Condo list
Olympic Garden Condominium,,,,,Damico Linda,(609) 729-2129,,,,Condo list
One Hudson Park Condominium,,,,, ,(201) 943-2800,,,,Condo list
One Hudson Park Condominium,,,,,Fraler Chris,(201) 943-2800,,,,Condo list
Orchard Hills Condominium Assn,,,,, ,(201) 646-1967,,,,Condo list
Outrigger Condominium Assn,,,,, ,(609) 729-9385,,,,Condo list
Oxford Village Condominums,,,,,Weaver Mimi,(609) 641-5577,,,,Condo list
Oyster Bay Condo Assoc,,,,, ,(609) 383-0616,,,,Condo list
Paddington Square Condo Assoc,,,,,Nicolas Kathleen,(201) 529-4475,,,,Condo list
Palisade Av Condo Assn,,,,, ,(201) 330-9851,,,,Condo list
Palisades Condominiums,,,,, ,(201) 592-6250,,,,Condo list
Palisades Place Condo,,,,, ,(201) 963-2059,,,,Condo list
Palisades Pointe Condo,,,,, ,(201) 941-3437,,,,Condo list
Palmyra Harbour Condominium,,,,,La Marra Mary,(856) 786-0354,,,,Condo list
Paragon Condominium,,,,, ,(201) 498-0175,,,,Condo list
Park Ave Condo Assoc,,,,, ,(201) 963-4797,,,,Condo list
Park Central Condominium,,,,, ,(201) 420-1542,,,,Condo list
Park Edge Condo Assoc Inc,,,,, ,(201) 861-9401,,,,Condo list
Park Hill Condo,,,,, ,(201) 796-0266,,,,Condo list
Park Lee Terrace Condominium,,,,, ,(201) 592-8850,,,,Condo list
Park North Condominium Assn,,,,, ,(201) 941-6905,,,,Condo list
Park Place At Mtn Lakes Condo,,,,, ,(973) 335-2735,,,,Condo list
Park Place Condominium Assn,,,,, ,(856) 663-6661,,,,Condo list
Park Prestige Condo Assoc,,,,, ,(201) 348-1027,,,,Condo list
Park Regency Condo Assoc,,,,, ,(201) 943-5392,,,,Condo list
Park River Towers Condo Assoc,,,,, ,(201) 869-1210,,,,Condo list
Park View Condo,,,,, ,(201) 239-9864,,,,Condo list
Park View Condominium Assoc,,,,, ,(973) 777-1981,,,,Condo list
Park View Condominiums LLC,,,,, ,(201) 325-8233,,,,Condo list
Park View Crossings-Woodbridge,,,,, ,(732) 636-0923,,,,Condo list
Parker Imperial Assoc Inc,,,,,Grace Michael,(201) 868-5477,,,,Condo list
Parkside Garden Condominium,,,,, ,(973) 228-2215,,,,Condo list
Parkway Village Condominiums,,,,, ,(908) 276-2711,,,,Condo list
Parkwest Condominium Assoc Inc,,,,, ,(201) 617-5540,,,,Condo list
Passaic Arms Condo Assoc,,,,,Feldman Felice,(973) 779-2357,,,,Condo list
Patrician Arms Condominium,,,,, ,(732) 793-4658,,,,Condo list
Paul Hayes Management Co,,,,,Hayes Paul,(732) 458-0553,,,,Condo list
Peach Tree Vlg Condominiums,,,,, ,(732) 882-0830,,,,Condo list
Pelhman Condominium Assn,,,,, ,(908) 788-5265,,,,Condo list
Pier House Condominiums Inc,,,,, ,(201) 433-9876,,,,Condo list
Pinefields Apartments,,,,,Leila Lee,(609) 893-1500,,,,Condo list
Playa Del Sol Condominiums,,,,,Di Medio Gabriel,(856) 667-4919,,,,Condo list
Plaza Condominium Assoc,,,,, ,(609) 344-2220,,,,Condo list
Point At Moores Inlet Condo,,,,, ,(609) 523-2500,,,,Condo list
Pointe At Galloping Hill,,,,,Farber Maxine,(908) 687-2044,,,,Condo list
Pointe De Jardin Poolhouse,,,,, ,(732) 591-2184,,,,Condo list
Pond Ridge Condos,,,,, ,(201) 391-6206,,,,Condo list
Port Imperial Condominium Assn,,,,,Zitz Joanne,(201) 319-0006,,,,Condo list
Port Liberte Condo,,,,, ,(201) 547-8395,,,,Condo list
Port Liberte Condo,,,,, ,(201) 536-6683,,,,Condo list
Port Liberte Condo Assn Inc,,,,, ,(201) 451-9195,,,,Condo list
Port Liberte Condominium Assn,,,,, ,(201) 395-0560,,,,Condo list
Portofino Condominium Assn,,,,, ,(201) 656-0008,,,,Condo list
Presidental Beach Tower Condo,,,,, ,(732) 483-0649,,,,Condo list
Presidential Gardens LLC,,,,, ,(201) 541-8226,,,,Condo list
Presidential The A Condominium,,,,, ,(732) 775-5727,,,,Condo list
Presidential Towers,,,,,Rishdan John,(973) 473-5836,,,,Condo list
Princeton Horizon Condominium,,,,, ,(609) 683-9836,,,,Condo list
Princeton Windrows Condo Assn,,,,,Wagner Sherry,(609) 520-3700,,,,Condo list
Pro Med Condo Assn,,,,, ,(732) 206-0610,,,,Condo list
Promenade II Condo Assoc Inc,,,,, ,(201) 945-6560,,,,Condo list
Propeller Works Condo Assoc,,,,, ,(201) 420-7174,,,,Condo list
Prospect Ashley Condo Co,,,,, ,(201) 489-5289,,,,Condo list
Putnam House,,,,, ,(908) 964-7059,,,,Condo list
Quail Run Condominium Assn,,,,, ,(201) 391-1976,,,,Condo list
Quality First Contracting Inc,,,,,Roman Thomas,(732) 697-0557,,,,Condo list
Queens Condominium,,,,, ,(201) 222-5110,,,,Condo list
R B Condominium Management Inc,,,,,Myers Gary,(856) 273-9364,,,,Condo list
Raine Court III Condominium,,,,, ,(201) 332-6004,,,,Condo list
Raven Crest East At Princeton,,,,, ,(609) 275-7353,,,,Condo list
Re/Max Of Ocean City,,,,,Pitera Robert D,(609) 399-5377,,,,Condo list
Re/Max Platinum Properties,,,,,Novelli Linda M,(609) 822-3300,,,,Condo list
Re/Max Village Square,,,,,Scott Roy,(973) 509-2222,,,,Condo list
Regal Arms Condo,,,,, ,(201) 868-4426,,,,Condo list
Regency Condominium,,,,, ,(201) 864-0461,,,,Condo list
Regency Tower Condominium,,,,,Jordan Mike,(609) 729-4197,,,,Condo list
Regency Towers Condominium,,,,,Fetter John,(609) 823-6677,,,,Condo list
Regency Village Condominiums,,,,,Livingston Valerie,(908) 756-6494,,,,Condo list
Regent Condo Assn,,,,, ,(201) 876-1647,,,,Condo list
Renaissance Place Condo Assn,,,,, ,(973) 762-0146,,,,Condo list
Ridge Gardens Condo,,,,, ,(201) 825-4621,,,,Condo list
Ridge Lane Condominium Assn,,,,, ,(973) 672-1066,,,,Condo list
Ridgeco Properties,,,,,Brodrick William,(201) 568-4450,,,,Condo list
Ridgeview On Palisades Condo,,,,, ,(201) 585-1326,,,,Condo list
Ritz Condominium Assn,,,,,Smith Brian,(609) 347-7889,,,,Condo list
Ritz Plaza Condominium Assoc,,,,,Luppino Vincent,(201) 343-5450,,,,Condo list
Riva Point Concierge Desk,,,,,Pearl Harriet,(201) 601-7700,,,,Condo list
River Ridge,,,,,Okeefe Cherry,(201) 585-8842,,,,Condo list
River Ridge Terrace Condos,,,,,Gorski Steve,(732) 545-4979,,,,Condo list
River Trace At Branchburg,,,,, ,(908) 429-5533,,,,Condo list
River Vale At Holiday Farm,,,,,Baush Lori,(201) 666-3626,,,,Condo list
Rivers Edge,,,,,Lee K C,(201) 330-0603,,,,Condo list
Riverside At Bergen Point,,,,, ,(201) 243-9014,,,,Condo list
Riverside Condominium,,,,, ,(201) 612-9127,,,,Condo list
Riverside Condominium,,,,, ,(201) 251-0394,,,,Condo list
Riverside II Condo Assoc,,,,, ,(201) 444-1076,,,,Condo list
Riverview Condominiums,,,,,Chappine Frank,(856) 327-1422,,,,Condo list
Riverview On The Park,,,,, ,(201) 886-0671,,,,Condo list
Riverview Plaza Condo Assoc,,,,, ,(201) 792-4562,,,,Condo list
Riviera Towers,,,,,Ortiz Daniel,(201) 869-2137,,,,Condo list
Rivoli Court Condo,,,,, ,(201) 869-1057,,,,Condo list
Rose Arbor Condo Info Line,,,,, ,(973) 683-0288,,,,Condo list
Rose Garden Condo Assoc,,,,, ,(201) 343-3715,,,,Condo list
Rossmoor Adult Community,,,,, ,(609) 655-1868,,,,Condo list
Royal Buckingham Office,,,,,Avello Angelo,(201) 224-5700,,,,Condo list
Royal Crest Condominiums,,,,, ,(201) 242-1794,,,,Condo list
Royal Oak Manor Condominium,,,,, ,(201) 641-7667,,,,Condo list
Rutherford Manor,,,,,Velez Julio,(201) 507-8808,,,,Condo list
S K Park Ridge Assoc,,,,, ,(201) 391-2083,,,,Condo list
Sacramento Arms Condo,,,,, ,(609) 823-0038,,,,Condo list
Sand Castle Condominiums,,,,, ,(732) 870-1683,,,,Condo list
Sandcastle Condo Assoc,,,,, ,(609) 266-7945,,,,Condo list
Sanderling Condominiums Assoc,,,,, ,(609) 368-3523,,,,Condo list
Sandpiper Beach,,,,, ,(609) 898-8600,,,,Condo list
Sandpiper Condominium Assn,,,,,Schnabel Bill,(609) 625-4111,,,,Condo list
Sands Of Ventnor Condominium,,,,, ,(609) 823-2721,,,,Condo list
Sands Point North Condominium,,,,, ,(732) 222-2279,,,,Condo list
Sands Point South Condominiums,,,,, ,(732) 222-1380,,,,Condo list
Santa Barbara South Pool,,,,,Gallagher Joe,(609) 398-4703,,,,Condo list
Scarborough Manor,,,,, ,(201) 569-0757,,,,Condo list
Scarborough Manor Condo Assn,,,,, ,(201) 568-3503,,,,Condo list
Scenic Hill,,,,, ,(973) 736-4618,,,,Condo list
Scheffield Town Condo Assoc,,,,, ,(732) 257-8688,,,,Condo list
Schuyler Manor Condo's,,,,, ,(201) 991-1929,,,,Condo list
Scotch Run At Ewing Inc,,,,, ,(609) 882-5343,,,,Condo list
Sea Place Condominium Assn,,,,, ,(609) 492-9652,,,,Condo list
Seacrest Towers Condominium,,,,,Webber Ray,(609) 522-0505,,,,Condo list
Seapointe Village Master Assn,,,,,Yost Jim,(609) 729-9090,,,,Condo list
Seapointe Village Realty,,,,, ,(609) 729-0433,,,,Condo list
Seven Oaks Vlg Condominiums,,,,, ,(973) 677-1155,,,,Condo list
Shadow Lake Village,,,,,Nicholson Roger,(732) 842-9580,,,,Condo list
Shady Oaks Condominium Assn,,,,, ,(732) 530-8787,,,,Condo list
Sheffield Condominium,,,,, ,(201) 503-9374,,,,Condo list
Sheffield Condominium Assn,,,,, ,(201) 569-3519,,,,Condo list
Shore Club Condominium Assn,,,,,Broder Steven,(609) 487-8037,,,,Condo list
Shore Concierge,,,,,Abreau John,(201) 626-5665,,,,Condo list
Shore South Condominium,,,,,Fasano Robert,(201) 626-2606,,,,Condo list
Shores Condominium At Monmouth,,,,,Corhart Chris,(732) 229-7797,,,,Condo list
Siena Condominium Assoc,,,,, ,(973) 233-9343,,,,Condo list
Sixty Acre Reserve Condo Assn,,,,,Hanley Maura,(732) 364-9661,,,,Condo list
Sky Club,,,,, ,(201) 420-6000,,,,Condo list
Skye Gardens Condominium Assn,,,,, ,(201) 610-0107,,,,Condo list
Skyline Condo Assn,,,,, ,(201) 420-7117,,,,Condo list
Skyline Condo Inc,,,,, ,(201) 656-7083,,,,Condo list
Society Hill At Bernards I,,,,, ,(908) 580-8282,,,,Condo list
Society Hill At Bernards II,,,,, ,(908) 580-9377,,,,Condo list
Society Hill At Branchburg,,,,, ,(908) 707-1013,,,,Condo list
Society Hill At Galloway,,,,,Naples Anthony,(609) 652-5373,,,,Condo list
Society Hill At Galloway II,,,,, ,(609) 748-0092,,,,Condo list
Society Hill At Galloway III,,,,,Koch Linda,(609) 652-3339,,,,Condo list
Society Hill At Hamilton II,,,,, ,(609) 588-0529,,,,Condo list
Society Hill At Kilmer Woods,,,,, ,(201) 327-3665,,,,Condo list
Society Hill At Kilmer Woods,,,,, ,(201) 529-0198,,,,Condo list
Society Hill At Kilmer Woods,,,,,De Simone Debbiann,(201) 818-1755,,,,Condo list
Society Hill At Lawrenceville,,,,, ,(609) 394-8100,,,,Condo list
Society Hill At Piscataway,,,,,Padula Steven,(732) 463-3434,,,,Condo list
Society Hill At Somerset II,,,,, ,(732) 297-9474,,,,Condo list
Society Hill At Somerset III,,,,, ,(732) 821-6314,,,,Condo list
Society Hill At Tinton Falls,,,,,Comeau Terry,(732) 389-0696,,,,Condo list
Society Hill Condo,,,,, ,(856) 424-9747,,,,Condo list
Society Hill Condominium Assn,,,,, ,(609) 896-9346,,,,Condo list
Society Hill East Condominium,,,,,Green-Barnhill Shelia,(732) 254-7763,,,,Condo list
Society Hill East II,,,,,Goleman Kathy,(732) 254-8926,,,,Condo list
Society Hill North,,,,, ,(732) 545-7077,,,,Condo list
Society Hill Townhouse Assoc,,,,, ,(732) 679-5827,,,,Condo list
Society Hill-Somerset Vi Condo,,,,, ,(732) 422-4422,,,,Condo list
Somerset Park Condominium,,,,, ,(908) 359-3618,,,,Condo list
Somerset Run Condominium Assoc,,,,, ,(732) 748-7201,,,,Condo list
Somerset Run Condominium Assoc,,,,, ,(732) 469-4206,,,,Condo list
Somerset Run Condominium Assoc,,,,, ,(732) 560-1093,,,,Condo list
Somerset Run Condominium Assoc,,,,, ,(732) 868-6313,,,,Condo list
Somerset Run Condominium Assoc,,,,, ,(732) 868-0391,,,,Condo list
Somerset Run Condominium Assoc,,,,,Allen Tracy,(732) 356-5661,,,,Condo list
Somerset Run Condominium Assoc,,,,, ,(732) 805-5612,,,,Condo list
Southwyck Condominium Assn,,,,, ,(732) 381-0979,,,,Condo list
Southwyck Village,,,,,Zabel Beth,(732) 381-9891,,,,Condo list
Spartan Harbour Cndmnmssc,,,,, ,(609) 266-2000,,,,Condo list
Spazio,,,,, ,(201) 867-0177,,,,Condo list
Spinnaker Condominium Corp,,,,,Adelsberger Tom,(609) 263-6197,,,,Condo list
Spring Meadows Condominium,,,,, ,(201) 891-6804,,,,Condo list
Springfield Park Place Condos,,,,, ,(973) 258-0040,,,,Condo list
Springs Edge Condo Assoc,,,,, ,(973) 379-7521,,,,Condo list
St John's Condominiums,,,,,Kilby Sean,(201) 798-3330,,,,Condo list
Starpoint Home Owners Inc,,,,, ,(732) 248-1387,,,,Condo list
Sting Ray Apartments & Motel,,,,,Ciampi Kathleen,(609) 522-9628,,,,Condo list
Stockton Arms Condominiums,,,,, ,(609) 393-6044,,,,Condo list
Stony Hill Apartments,,,,,Korn Christine,(732) 389-6067,,,,Condo list
Stratton Meadows,,,,,Lardieri Miranda,(908) 722-1239,,,,Condo list
Strickland Farm Club House,,,,,Sappo Maria,(732) 577-8545,,,,Condo list
Sugar House Condo,,,,, ,(201) 332-0529,,,,Condo list
Summer Sands Condominiums,,,,,Borneman Eileen,(609) 729-7878,,,,Condo list
Summer Station Condotel,,,,,Alexander John,(609) 884-8800,,,,Condo list
